text,label,,,
"very nice ! tamang tama lang, hindi ko lang nagamit mga screws, medyo malaki sa butas ng para sa tv, anyway oks lang.",1,,,
Look sturdy and worth the price. I'm sure it can handle the 32 inch TV,1,,,
Maganda kc makapal ang bakal pati mga screw...walang damage kumpleto walang kulang sa materials,1,,,
"It's a matter of showing good attitude by admiring ones good gesture... but to not hurt a friend in that scenario the lady should decline the gadget. We always have a choice to be good, better or best in this world.",1,,,
Photos and video are not related to the product..but the product it self is good ..looks sturdy though,1,,,
Nice nice nice.. ok naman xa kaso mejo my sablay lang sa mga turnilyo di ko alam kung di lang alam nung nagkabit o sadyang kulang hehe. Pero goods xa promise. Tnx seller.,1,,,
"Mabilis ang shipment, dumating within a week visayas area, cheaper price compared to mall prices. Hindi naka bubble kasi bakal naman ang product. Thank you seller.",1,,,
Thank you seller ang bilis dumating jinjaa kumawoooooooooo. Sayang kasi di kasya sa 40 inch tv na astron kaya saya yung bili namin.,1,,,
Kompleto sya may konting gasgas lng at medyo maalog pro ok nman tinaas k n lng ng konte pra hndi maabot ng mga bata. Salamat s mabilis n delivery,1,,,
5 star po sa bilis ng delivery at pakaging although worn out yung box yung item ay kumpleto kaya 5star parin thanks you po sa seller,1,,,
Nabuksan sya dahil siguro sa pag package nya kasi katabi nya yung bottle pero goods naman naka bubble wrap sila and ambilis nya dumating,1,,,
Thank you 😊,1,,,
Thank you very much Seller and the remote is working,1,,,
"Mabigat siya, patunay na matibay talaga. Sulit sa presyo at okay lang ang packaging.",1,,,
Well packed with bubble wrap complete accessories nga lang hindi pa nakakabit...change ko nalang rate of ever makabit na.thanks!,1,,,
Thank you for this shop..good quality..medjo mabigat,1,,,
I received the items intact and in good condition safely secured with bubble wrap… Thanks seller for the fast delivery,1,,,
salamat seller dumating agad saka ok nman yong item.,1,,,
goods na goods..legit talaga.nice buy..hindi sayang ang pera. highly recommended. kasi talagang solid sya,1,,,
Mabilis ang delivery...mabait pa ang seller kausap...salamat,1,,,
Muka nmn xamg matibay. Satisfied nmn aq at madali dn iinstall.,1,,,
My parents are happy.,1,,,
Maganda naman kaya lang muka di kaya yung 55 inches,1,,,
Solid ang pera nyo d2..makapal talaga ang frame..,1,,,
gooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooood,1,,,
naikabit nah poh ung bracket..salamat poh..ang ganda..salamat seller,1,,,
Matibay Ang material. Ok na ok,1,,,
They love there new watch. Thank you very seller and thank you rider. Some photos and videos are not related. It's just for a coins .,1,,,
"So cute,,very affordable price,.love it.thank you thank you,..",1,,,
Maganda sya. Perfect sa mga Bata. Ang cute para SAKANILA. Photos and videos are not related... This is for the coins only sana tumagal,1,,,
Got this order fod my kid... Sealed and well packed.. No damage.. Cute and slightly big in actual😅 my kids was happy when i open and wear it to them.. Thanks to rider and seller.. Godbless,1,,,
"ang ganda.. sinuot agad ng anak k9.. sobrang saya nya.. sa uulit.. salamat shoppe, seller at sa nag deliver... next time ibang character nnman.. thankyou.. 😊😊😊 .........................................................................................................................................",1,,,
Wow ang cute! Worthy for its price. Tuwang tuwa baby boy namin. Maganda mga features. My only concern is the packaging. Binalutan lang.,1,,,
so cutie!!! and ang laki pala!!! matutuwa mga bata!cute ng colors!! super nice and ganda!!! tagal ng delivery- 15 days!! pero worth the wait!!Thanks seller!! we will buy again!!! thanks so muchh!!,1,,,
"Naku for sure magugustuhan ng pagbibigyan fave nya to kasi☺️ good quality naman sana lang magtagal sa kanya. Salamat Shopee, sa rider, courier at kay SELLER! ♥️👍",1,,,
"nagustuhan ng kapatid koo maganda sya all goods naman walang sira nailaw din sya,yung problem lang is napaka tagal madeliver dec 15 ko pa sya inorder ngayon lang dumating but it's okay thanks.",1,,,
well i recieved a right order for my kid its working and im hoping the battery will last..thank u forgiving me the exact iten that i order..sorry for the pic and vid for points purposes only.. thank you seller👍🏻👍🏻👍🏻,1,,,
Maganda siyaa But it’s soooo tagal dumating nag tatantrums na ung pamangkin ko hahahahah tapos d pa naka set dko alam iset huhuh,1,,,
"my kid was so very happy with his new watch, it is his favorite chatacter.",1,,,
Items received complete and in good condition. Nice packaging and they're working just fine. Thank you. I will order again 😃,1,,,
Ang cute ng relo Ang ganda working lahat ung relos and projector. Medyo matagal lang dumating But the item itself is all good,1,,,
thank you shopee and seller i received my order medyo natagalan lang but its ok...the i tems was really cute and nice......,1,,,
Matagal alang dumating kasi sympre overseas pa. Pero sulit naman po. Thanks po,1,,,
Maganda 💯 saka di agas masisira kasi kung matanggal man yung strap nya or yung takip naibabalik din naman kaagad 🥰,1,,,
Doble pala ang battery salamat seller will buy again po 😍 😍 sana tumagal po pra sa papa ko ginagamit nya ngayon,1,,,
"first time ko umorder sa shop na to,legit sila.kung ano yung nasa picture yun talaga siya.wala kahit na anong sira o damage nung dumating sakin.gumagana lahat pati yung bumbilya,sobrang ganda talaga niya,order kayo sa shop na ito,hindi kayo magsisisi,salamat seller at kay kuyang nagdeliver.",1,,,
Sana marami pa kayun matulongan Seller sobrang Legit po ng shop na ito Highly Recommended,1,,,
Very nice.😘 Kaya lang Maliit lang ang solar panel dahil 1.5w lang.pero ok lang.makakaya na rin siguro kasi mahaba naman ang wire so habang nakaandar ang radyo pwedeng nakabilad sa araw ang solar panel.i will recommend this to my friends,1,,,
"Gumagana silang dalawa, kompleto at walang sira. Ang bilis din nashipped. nakacarton at nka bubble wrapped kaya safe ang product, ok nmn sa AM malinaw. Mahilig p nmn sa drama ang nanay ko. 👍❤️",1,,,
Super sulit!!! Ang ganda ng quality ng sound although maliit lng siya pero okay naman maganda at malakas ang tunog and super cute 🥰🥰 gumagana rin ang solar panel and bulb hehehhe thank you seller!! Will order again soon ❤️❤️,1,,,
Performance: THANk u ang ganda malakas ang tunog 🌟🌟🌟🌟🌟,1,,,
"Seller salamat at pinaunlakan niyo ang kulay na hiningi ko ang bait niyo pala,recommended ko po ang store niyo thank you",1,,,
"The seller is very accomodating, nagrequest po akong color na red yong isa lang po ang nasunod siguro walang available para sa 2 colors, but nice din naman po yong brown pangbirthday gift ko, pang 3rd time na po ako nag.order sa shop na ito, sana sa susunod kong order may freebies 😊 . Thank you seller and shoppee.",1,,,
"The seller is very accomodating nagchat po ako at nagrequest ng color sinunod naman po nila, 2nd time na po ako ng.order sa shop na ito hindi ako binigo excellent po lahat ng item na nareceived ko. Thank you so much seller and shoppee. Surely will order again 😊",1,,,
"Thank you so much seller ! Sobrang nagustuhan ng lola ko , 100% legit at excellent quality sana lang tumagal talaga yung radio , super recommended this shop , tuwang tuwang ang lola ko dhil may magagamit na daw sya sa open area nilang bahay 🥰🥰🥰😘😘😘 , till next transaction 😁😁😁",1,,,
Maganda rin naman cxa diko lang alam kung pwd maka charge ng phone ito pero super ang ganda nya👍🏻👍🏻👍🏻👍🏻,1,,,
Item received in good condition. Mabilis nadeliver nagustuhan ni mister. Will order again.,1,,,
"maganda sya ,nagustohan ng papa/mama ko, lalo na my Flashlight sa gilid at yung bulb, perfect pag nawala yung kuryente. Maliit lng dn yung solarpanel nya kaya lang hindi sya rain or shine, bawal sya mabasa kaya kunin nyo pag umoulan,. D ko pa na try ilang oras yung tagal nya pag hindi naka saksak sa outlet. Sana nga lang magtagal at hindi madali masira ,. Tnx po",1,,,
Wow super nice and super affordable price salamat shoppe grabi ang ganda ooder ng ooder ako ulit sa shop nato thank you so much seller super nice and super affordable,1,,,
Ganda ng product. Overall .... very satisfied naman,1,,,
"I highly recommend this shop, super responsive ng seller at mabait pa. The items I ordered and received were all in good condition.",1,,,
"Ang bilis ng processing,at secure na secure sa pagkabalot,,at ang ganda po,promise 🥰 di na problema ang battery ng radyo para makinig ng drama sa bombo radyo !!! thank you thank you thank you seller,..",1,,,
"The radio is not in Good condition! Multifunction , Usb ports & buttons not function flash drive & SD card not detected!",0,,,
Mabilis lg mgreply seller pa oorder pero pag return na item d na nagrereply..,0,,,
Ok naman yung pagkakabalot pero my kunting dents sya siguro sa byahe kaya ganun ang nangyari pero maganda nagustuhan ng asawa tsaka mabigat talaga sya yun nga lang hirap asawa ku magkabit hehehe thank you shopee🙂,0,,,
May kalawang na yung item. Di man lang nag rereply ang seller kaya 1 star lang. Kahit reply nalang sana.,0,,,
Hindi sakto yung butas para sa 55 inch tv ko. Sayang hindi din nagamit. Hindi adjustable yung bracket kaya hindi match sa iba’t ibang sizes ng tv,0,,,
Nakakainis naman wrong item. Kung ano naman dapat nasa picture yun ang ibigay. Single lang yung naghohold. Mabilis nga delivery mali naman item. Sayang pera,0,,,
Tatlong linggo bago dumating. Dipa sumasagot ung seller sa chat ko. Muntik ko nang i-cancel.,0,,,
If 0 star possible I will rate this useless shop with it. Idiot seller gusto lang kumita pero walang pag iintindi sa customer. Walang kwenta,0,,,
Quality ung product ang panget lng kaya 1 star nagmessage ako d sinasagot ung message ko,0,,,
"the important bolts that should strengten the frame is not included, seller informed me to buy the bolts.",0,,,
Rusty product.,0,,,
"Tried it on our 55' UHD 4K Samsung TV... Plugged the RCA AV cables to it from GMA Affordabox, then from it, an HDMI cable to TV, but it didn't work!!! Just a waste of money. Haysss...",0,,,
The converter is broken when you connect it it will blink pls I want refund,0,,,
"Sacmmer seller nito , nag orde lr ako kasama rca converter pero wire lang pinadala nila",0,,,
Di gumagana ang abala kung babalik ko pa. Not sure kung bakit di gumagana sa speaker. Nakakauratt hahaha,0,,,
"Tagal mag deliver, tagal dumating ng item",0,,,
Sabi HDMI CONVERTER PERO HINDI NAMAN GUMAGANA BULOK SAYANG LANG PERA KAYA KUNG AKO SA INYO WAG NA KAYONG BUMILI SA SELLER NA ITO. ANG TAGAL NG DELIVERY PALPAK PA YUNG PINADALA SAAKIN KAYA ANG ENDING IBINASURA KO NA LANG YUNG ORDER KO DAHIL D NAMAN GUMAGANA. BUWESET,0,,,
"ang pangit ng quality ng pag ka convert ng video, cable nga peru parang naka antena lng kmi.",0,,,
Di gumagana sira ata,0,,,
Bad items needs plug in,0,,,
"This item is useless, sayang ang pera ko.",0,,,
No signal... Audio lang gumagana...,0,,,
Sira na agad,0,,,
Hindi gumana sira ang item . Waste of money,0,,,
Not working.,0,,,
"2 beses k lng nagamit biglang namatay......goodbye 1,500 :(",0,,,
Ayaw gumana usb and sd card hayss wla din responce seller ..sayang 1500 utang ko pa nmn eto tapos ganito lang,0,,,
Bakit ayaw mag on ng projector namin 😔 kakarating lang ngayon..pahelp ako kasi dipa reply si seller..nag biblink lang ang red light sa power button..kelangan paba icharge muna? ang dami kona pinanood how to operate..saksak lang naman then on..pero sakin ayaw 😔 thanks🙏,0,,,
"Hi, is there any chance I could exchange for a new one? I just received this today and I tried it, at first there wasn’t anything showing then the black part showed up",0,,,
Wag kayo bibili d2 pag nasaktohan na sira ung dumating sa inyo hnd na papalitan sayang lang pera d2 sa iba nlng kyo bumili,0,,,
Sinubukan ko na lahat ng resolution pero blink padin siya ng blink.,0,,,
"Bumili ako nito dahil maraming magandang comment pero na realizes ko Lahat ng nabasa sa comment puro fake hehehe Hindi sya malinaw, pixelated at mahina ang audio. Sayang ang pera hahaha",0,,,
White screen lang po lumalabas . Ano po ba dapat gawin dito? .Ngayon lang kasi namin na try kasi pinang regalo ko. Huhuhu please pa help naman po .,0,,,
"Subtitle is not clear. And the people in the video can’t be recognized despite all the adjustment. This is supposed to be my birthday gift to my sister but sadly, the item is defective. sayang pera",0,,,
"it overheats after 2 mins, and there is black circle in the middle... i bought protection, lets see if they warrenty.",0,,,
This is the only thing I see on my wall. Seller is not responsive when asked for assistance. I bought the hdmi cable separately. Whats the next step? Im using iphone 11 pro max,0,,,
Ano ito ngayon ko lang na try hindi malinaw sana mapalitan Triny ko mag play ng video hindi talaga malinaw,0,,,
Maayos naman ang packaging pero ang item di maganda. Blurr sya kahit anong adjust sa setting at ang hina hina ng audio! Mas rinig ko pa ang aircon namin pag nanunuod ako. Defective item sguro to,0,,,
"Theres something wrong with my projector, its very pixelated like the led is damaged from the inside. And when its at its longest distance all you see instead is lines of rainbows nah I aint buying this again if theres no quality check. Wasted my money basically.",0,,,
Ayaw magplay ng videos sa led projector 😭😭 Ilang beses ko din minessage si seller pero di nagrerespond. Sayang pera dito sa shop.,0,,,
"Mali lahat ng nasa Manual, di sya compatible sa power bank di din working ang built in batt.",0,,,
"I paid a lot just to receive a defective projector that shuts down in less a minute. It cost me to spend more than a thousand pesos just to get very disappointed. I really regretted my impulsiveness, buying such gadget from online selling. Disgusting... Moreover, the packaging was very futile.",0,,,
the product cannot adjust the blurriness of the pens. I DONT RECOMMEND THIS PRODUCT.,0,,,
EDIT: Bago review after 2 weeks. Nawawala connection ng dongle minsan wala na ilaw at di maka connect ung pc. Buset mukang madali lan masira to.,0,,,
Disappointed ako sa order ko sobrang mahal pa nmn hnd Po maganda pagkabalot walang bubble wrap then mukhang bukas na xa at nagamit na pagsaksak ko Po sa laptop ko hnd nailaw tapos default connection xa grabe ano ba itong paninda ninyo sobrang mahal tapos deffective antagal pa Ng deliver. Paayos!,0,,,
"Order ko wifi + bluetooth, dumating wifi lang. So sana sa mga ibang oorder sa inyo hindi ganto gawin niyo. Tagal na nga dumating mali pa item.",0,,,
at first it's perfectly working but after several days it just randomly disconnects idk if it's my pc's problem or the product itself but I've see from the other reviews that they experience the same SUCH A WASTE OF MONEY,0,,,
gumagana sya sa pc ko.no more wires. go to this pc click realtek usb windows wifiautoinstall install it look for your wifi network- key in password.thanks shopee nag wait talaga aq masubokan before nag rate for this,0,,,
Please zoom the picture because it’s broken!! Walang bubble wrap kahit konti lang. nadamage sa daan. Common sense naman na walang Pakialam yung ng courier pero kasalan talaga ni seller for not securing the package. Waste of money.,0,,,
"Hindi po nagblink,hindi po siya gumagana at ang tagal dumating...",0,,,
"Hindi gumagana. Ininstall ko yung installer and followed the instructions pero wala pa din. Nag youtube na din ako, ayaw gumana. Then nung tinignan ko hindi pala umiilaw kahit nakasaksak. Complete waste of money.",0,,,
"Di makausap ng maayos, panay pic sinesend di nireread ng laptop ko yang tp link ano iinstall ko di nga nireread🤬🤬",0,,,
Beware of this unprofessional seller. He sent me the wrong item and refused to refund. Be sure double check the items seller before shipping. Its frustrating not to receiive what you ordered for. Merry Christmas!,0,,,
Product and installer sent to me is working.....,0,,,
Beware of this seller. Wala silang pake kung defective or hindi ang product na pinadala nila. Kahit isang reply sa concern about sa defective item wala man lang. Walang kwentang seller basta kumita wala nang pake sa bumili ng product nila,0,,,
"I ordered 2, 1 lang po ang dumating. Will revised my rating once refund is done ang kung ok yung quality",0,,,
Di po nagana yung item kahit anong gawin ko nanood na din po ako sa youtube di din nailaw yung item nagana naman po lahat ng usb port ko,0,,,
Ang bilis nang delivery pero hindi sya nagana:(((,0,,,
Cant use this product because it says that the item dont have driver . It useless and its to expensive. Maybe the lower price work but this one not working,0,,,
"Rate ulit Ako ,, sobrang nakaka irita madaling nasira,, pangatlong beses ko lang nagamit ,, naka lagay Naman ito sa maliit na box KASAMA mga USB ko , gagamitin ko sana Ngayon ,Hindi gumagana ,",0,,,
Ngayon ko lang napatry sa IT namin. It's useless sayang pera. Hindi naman gumagana. Hays kainis lang.,0,,,
"The seller deserves 0 star. I messaged the seller as the product doesnt seem to work but he was unresponsive. I messaged him multiples times but got no single response. I product was also poorly packaged. It was just placed inside a small reseable plastic bag, no bubble wrap, no nothing 👎👎👎👎👎👎",0,,,
Ayaw gumana sa macbook ko. Hindi daw compatible sayang di magamit,0,,,
Incomplete items isa lang pinadala samin na usb pero sa parcel tatlo yung quantity 553 pa naman binayad namin. Parefund nalang po sana ng binayad namin.,0,,,
"This item is defective, I want to return the item but unfortunately Gogo express didn't pick it up. I told him that i was in the office, I have left the item to my parents just knock the door. I keep on texting but he doesn't reply. He keep tagging me that I cancelled my request which is not. Seller do something about your item. I need a replacement.",0,,,
"Wrong item! It's very clear that I ordered a Wifi + BT adapter. Why would you give me only for wifi? There's a price difference between the two, and I paid exactly for BT + Wifi. Don't you know how to read orders? I won't bother to ask for a refund because it will cost me more plus the effort.",0,,,
"I clearly stated in my remarks that I ordered a WiFi+Bluetooth dongle. Nasa variation rin. They sent a WiFi only dongle that costs P128 less of what I ordered. Walang kwenta pa kausap. ""Wrong item?"" Yes. Kitang-kita naman na mali ang pinadala sa akin. Pasalamat ka gumagana. Hassle na ibalik. 😡😡😡",0,,,
binili ko kaso di ko agad nagamit sira pala. bulok naman pala binebenta nyo nagmsg ako sa inyo tapos sabi nyo may isesend kayo na drivers tapos yun sinend nyo hindi rin gumagana. ang gusto nyo lang kumita tapos wala na kayo pakialam sa customer nyo. balik nyo pera ko!!! sayang 300 ko. ayaw magreply,0,,,
"Butas yung package na my kunting yupi, lagayan ng item at sobrang tagal dumating ng item.",0,,,
The item is not functioning. You will see after plugging into cpu it says it is installing then after you cannot see that it was installed. I even try to refund and return but they refuse to accept it.,0,,,
Parang kinuha lang s kung saan ah. Wla man lng maayos n packaging. Prng dongle ng kng anong pinglumaang gamit at nlgay s plastic. Mageffort nmn s llgyan. Wala man lang manual o instrctions. D n aq naasa ng maayos are kainaman. Edit q to kpg napatunayang nagana. Kasura!,0,,,
"Poorly packaged dahil nakazip lock lang - Defective item, functional naman usb ports ko - Dalawang pc na pinagtest ko di pa rin gumagana - Nagsearch na ako sa youtube ng mga paraan wala pa rin - Hindi gumagana at corrupt ang file",0,,,
"Item is not working. Nag piem ako sa kanila. They provided me steps to install pero not applicable kase nga need ng CD yung steps na binigay nila. Di na nagreply si Seller after providing steps. Di maayos ang packaging. They ignored my request refund, kase nga sineen na lang ako.",0,,,
Waste of money it does NOT work. It says plug and play play in reality you need DRIVER. I have ask multiple times the seller to help me because the driver did not work but did not respond.,0,,,
The items is not working i already message the seller right after we know the item is not working. Till now the seller is not responding to my message.,0,,,
Hello seller i contacted you and you didn't reply i want to refund my item because its not working i hope you can reply so i can refund it and solve my issue in this item thank you.,0,,,
Sayang Pera ko dito Hindi gumagana. Defective yung Item. Tapos di nagrereaponse ung seller. Dismayado ako first time ko nakaencounter ng ganito. Sa ibang buyer ingat ingat po sa pag order online. Last Order ko muna ito. Nakakatakot. To the seller... D na po ako mag eexpect ng change/refund. Salamat,0,,,
Yung wifi connector order mo tapos ganyan ipapadala unresponsive pa ng seller. Magssorry lang wtf ka ba anong magagawa ng sorry mo. Gagana ba yung pc q pag tinanggap q yang sorry mo.👎👎👎👎👎👎 Super expected na wifi connector darating kasi need na need tapos iba ang ipapada lol,0,,,
"ITEM IS DEFECTIVE AND SELLER IS NOT RESPONSIVE, WASTE OF MONEY",0,,,
tagal na dumating hindi pa umaandar kahit saang usb port isaksak.,0,,,
Hindi Naman mka sagap Ng connection kaloka sayang Pera refund nlang sana,0,,,
"The brush is too loose, aside from that, kind of okay product. Di high quality po",0,,,
"Kaya pala mura kasi gamit na! Walang box, plastic lang ng shoppee ang binalot. Tapos nalalaglag pa ung brush. Gamit na gamit kitang kita sa dulo ng brush. Dpat pantay pantay pa yan diba? Jusko seller! 😠😠😠",0,,,
never recieved the item,0,,,
"Im very disappointed! Hindi sya agad nababasa ng laptop, need pang iconnect ulit ng ILANG BESES! Tnry ko sa ibang laptop, ganun pa din. Grounded at malakas ang static. Hassle pa lalo sa pagbalik ng item. It’s not our fault pero bat samin pa din ang Shipping cost pagbalik ng item? 👎🏻",0,,,
The free application makes my computer so lag. It is so slow to transfer files. Tsk. Why is like that. 159gb for 3hrs??? Omg. There are add ONs application also... Useless,0,,,
"Item not working, cannot be detected, i try it on the other laptop, still not working.",0,,,
"Mabagal po siyang magprocess 5gb lang po ang transfer ko inaabot ako ng katagal tagal,at nagcheck ako sa victoria legit ang seagate pero sobrang bagal run niya. Not recomended",0,,,
Product cant be accessed after putting password. Requested for a replacement or refund and yet it was rejected. The product was taken from me dec 22 and still hasnt returned it to me yet,0,,,
"Nagtatanong palang ako, blocked na HAHAHAHA , Ayaw mag support.",0,,,
"If you want to throw ₱2,500 away, then you've come to the right place. DEFECTIVE PRODUCT & SLOW CUSTOMER SERVICE. Tried the HDD on a PC, Mac; tried using another cable, tried all the recommended fixes on the Seagate website, nothing works. For those w/defective purchase: If seller cannot provide clear resolution timeframe, you MAY file a complaint with DTI.",0,,,
this is my 2 seagate HDD but first time to buy HDD online. Legit product since official store. Problem is super tagal nung response nila sa chat. Day after I placed the order bumaba price so I tried requesting for cancellation but super tagal nila iapprove. Took me 5 chat supports.,0,,,
Dented items,0,,,
"Although kelan ko lang sya nabili at nadeliver agad agad kahit na ECQ pa, ok naman yung item. 1tb nakaindicate pero di ko pa nachecheck. Pero kakasaksak ko lang sobrang init na nya. Iba yung pagkakainit nya. Yung packaging ok naman, kumpleto din order at accessories nya.",0,,,
Mishandled items. Tapos ayaw niyo return/replace,0,,,
"When I use it, it suddenly emits a clicking sound. It doesn't show up in My PC nor in the Disk Management. Need refund/return on this product.",0,,,
"I thought that the ratings is good and no one reviewed a bad feedback i assumed that the item that i received wil be in good condition, but in my case i received a defective item and my fault is i already received the order before i check if its working or not.IM SO DISSAPPOINTED!!!",0,,,
Still my favorite in Manila. Lola Isings adobo is to die for. More gravy please. Delightful staff. Not the best area but a classic. Highly recommend.,1,,,
This restaurant is great. Atmosphere and ambience is special and Filipino food is great also nice selection of desserts. One of my favorite menu selections is mango salad with vinaigrette dressing. Simple but delicious .?,1,,,
"If you're staying in the Malate area, you just have to dine at Cafe Adriatico at least once. The granddaddy of the Malate restaurants, Cafe Adriatico has both history and class, and you really can't go wrong dining here.",1,,,
"Café Adriatico is just a few blocks away from UP Manila where I study. A lot of foreigners and students would often dine here or just chill while having their coffee. The interior has this old vibe that'll make you feel like you're living in Old Manila. Despite having a vintage feel inside, once you step out, it's not as enticing but hey, it's not that much of the café's fault.",1,,,
"I highly recommend the star of their menu, the lengua estofado along with the very classic and historical Tsokolate eh which is usually mentioned in history books and Rizal's novels. Too bad their Eggs Benedict is no longer available but hopefully, they bring it back on the menu. Their selection is Spanish-inspired but there are some Pinoy foods that you'll find in there like Lola Ising's adobo ang the Claude's dream which is like buko pandan but with ice cream made of buffalo milk.",1,,,
"I grew up with Cafe Adriatico. Cafe Adriatico was aspirational chic when I was a college student and as a young adult a hangout place for good food, wine and conversation with friends. It was and still is the place to go for good food with friends or simply for reading a book.",1,,,
"If you find yourself craving a juicy, perfect burger, then Sweet Ecstasy is the perfect place to head for! It's not pretentious; it's just really good burgers for those who appreciate such things :-)",1,,,
"Always got this delivered almost every other Friday night when I was there for vacation. I ordered the Steamed burger and my sister always get the double grilled cheese cheeseburger. Man, these burgers are so delicious and their flavors are always amazing!",1,,,
"I just noticed that it's been almost a month since hitting up @sweetxmanila. It's been overdue. Ate healthy most of the day just to save up calories for this haha. I was going to go Double, but wanted to hit up some Kamote Fries along with my Soy Honey wings.",1,,,
"Other than that, I miss their shakes. Again, if it's your first time, get the: Mud Pie if you like dark chocolate; or the Speculoos if you like milk chocolate.",1,,,
"You know what does? THE CHICKEN. The sriracha lime chicken wings are a steal at 200 pesos per order (3 wings = 6 pcs). For those spicy-tangy chicken wings, I would line up all day and sit out in the heat, sweating but happy, with a plate of these wings.",1,,,
"Bonus, there's a washing station in the corner so you can truly enjoy licking off the sriracha lime sauce off your fingers, without the help of the plastic gloves they offer. There's also a big pump bottle of hand sanitizer by the counter, just in case you're really germ phobic.",1,,,
"heir cheeseburgers are SO good. If I could say that over and over again, I would because it's the truth. Often I've come across big burgers that don't necessarily deliver in taste, so when I saw the size of my burger at Sweet Ecstasy, I wasn't too blown away. But biting into it was a different story.",1,,,
"Once known for their cookies back when they were still at Cubao X, Sweet X knows how to do sweet stuff as well as they know burgers. Just because you've made the trip to Jupiter and went through Makati's traffic, feel free to indulge in their milkshakes that are so sinful and thick, you'd want to run a mile right after.",1,,,
"Mabilis siya dumating, siguro kung hindi nag holiday ng 30-Jan2 baka na deliver na last week pa. Hopefully this is useful since meron akong attendan na award show 💜🙏🏼",1,,,
Sheeesh napaka ganda sulit yung inipon kong pera salamat po,1,,,
Budoooool is real!!! Grabe to!!🔥❤️ Ang ganda ng quality and nakaka amaze yung pinapakita niyang performance ah!! Pagkakuhang pagkakuha tinry ko na agad siya! And ayan yung sample shot na nakuha ko. More picture to come!!!! ❤️❤️❤️❤️❤️ Grabe napakalinaw niya kahit sobrang layo!!! ❤️❤️ May kasama pa siyang tripod kabooooog!!! ❤️❤️ Ano pa hinihintay niyo magpabudol na,1,,,
Sobrang ganda!! Grabe din yung prod nila. Ibang klase. Sobrang mas naappreciate ko ang videos nila kasi nakita ko first hand kung gano katindeng effort ang pinasok dito!,1,,,
It feels like home habang nanonood ng cooking video mo Ninong. Thank you for keeping us away from homesickness! ️,1,,,
"Ang sarap lang talaga panoorin ng mga videos na walang endorsement/sponsors kasi may freedom ka kung ano gusto mong gawin at sabihin ay pwede. And we all know na malaking bagay ang may magsponsor as content creator, pero buti na lang may mga videos pa din na ganito. More vids, Ninong! Been a subscriber when you started your channel and page!",1,,,
"Entertaining at the same time ang dami mo matutunang diskarte na magagamit mo din sa ibang recipe. You answer not just the ""How to's"" but pati yung ""Why's"" haha. I really appreciate yung mga scientific explanation even sa mga past videos. Thank you and more power sayo Ninong Ry!! :D",1,,,
Ito yung maganda kay ninong ry e may princicples and concepts bago mag luto. Para talagang maintindihan mo kung anong nangyayari. Kudos to the minds behind this 💪♥️ keep it up!,1,,,
Pinaka nagustuhan ko sa vid na toh at sa mga vid ni nong ry ay yung being humble at naamin nya na still may kulang or mali sa nagawa o naluto nya...i love ninong ry..salute,1,,,
napakafunny talaga ni Ninong hahahaha dabest talaga channel na to. And btw another solid content nanaman po! Tagal ko na nagiintay ng chaofan fried rice nyo Ninong! MORE POWER GODBLESS!!!,1,,,
"ngayon ko lang nalaman yung about sa rice, grabe ng galing , kasi  kahit bagong saing yung frinied rice basta  malagkit, mabilis sya mapanis eh, tska parang biko yung texture, now i know, dapat pala  ganun technique. .  <3",1,,,
"Feeling ko nagcuculinary school ako, masmagaling pa si Ninong magdiscuss kesa sa prof ko HAHAHAHA",1,,,
"Maliban sa may matutunan ka sa content ni ninong, kwela pa tanggal ang stress at pagod. Salamat ninong ry salute",1,,,
Naglalaway ako sa bawat sahog at finish na luto Ninong !!! Npakasarap,1,,,
eto lang Yung Cooking show na Na Uulit ulitin ko..entertaining 🤗,1,,,
Lagi kong pinanonood vlog mo ninong...ang galing  mo kzng mag paliwanag!,1,,,
Astig ng mga chaofan mo Ninong Ry nakakagutom nman grabe lalo yung chicken at seafood..hope makagawa din aq nyan basta gayahin q ung recipe mo thanks for doing these kind of vlogs! More power! 👏👏👏👍👍,1,,,
Another Knowledge nanama po ang Natutunan ko❤️ Kaya BSHM kinuha ko❤️,1,,,
"Sinubukan ko ang restaurant na ito kasama ang isang kaibigan at nagkaroon ako ng isang kagat at agad kong tinanggihan ang pagkain, ito ay walang lasa at hindi nakakain. Makalipas ang 2 oras nakaramdam ako ng sakit. IWASAN ang lugar na ito.",0,,,
"Wala akong pagpipilian na pumili para sa paghahatid kaya isusulat ko ito sa paraang ito. I ordered food thru food panda (arroz caldo, pinoy beef steak and halo halo) Sinubukan ko muna yung arroz caldo kasi grabe ang gastritis ko kaya nakakatanggal ng gutom bago ko kainin yung matigas. unang lasa; AWFUL.. natikman ba ninyo ang niluluto ninyo? it tasted salt.. arroz caldo is to blended with flavors not all salt. Geez! the halo halo lasa like all sugar, gusto mo ba kaming patayin? at ang steak ay napakaalat din? Wala akong pakialam sa presyo na binabayaran ko, pinangangalagaan ko ang aking kalusugan ngunit ang mga taong nagtatrabaho doon ay pumapatay sa iyong customer. kung hindi dahil sa kidney failure, ito ay diabetes. suriin ang iyong pagkain bago mo ito ibenta.",0,,,
